age,grade_level,book_read,book_added,score,child_number,total_session_time_in_minutes,story_read_time_in_min,qa_accuracy,story_qa_accuracy,freadom_point,commitment_taken,completed_activities,completed_packs,completed_pack_activities,bookmarked_story,news_fread_completed,total_questions,activity_qa_accuracy,news_fread_qa_accuracy,reading_qa_accuracy,freadom_points_earned,num_parental_commitment,num_interests,W_reading_time,W_wordcount,W_utility,Y_next_view_lag,Y_utility
6.46778418019906,7.0,0.0,0.0,8.0,1.0,276.11666669999994,40.85000000000001,56.82000000000001,65.12,14050.0,1.0,6.0,0.0,0.0,0.0,4.0,88.0,45.15999999999999,25.0,70.0,14150.0,3.0,0.0,7.5,428.06068877808195,0.5454545454545454,1.2727272727272727,0.5454545454545454
8.0,6.0,0.0,1.0,10.0,1.0,7639.233333,504.4833333000001,71.91,59.14000000000001,196840.0,1.0,127.0,19.0,12.0,11.0,378.0,1474.0,69.75,87.57,73.91,196650.0,3.0,1.0,7.5,565.1852862843224,1.0,3.0,1.0
6.467784180199059,5.0,0.0,0.0,10.0,1.0,3221.716667,500.0333333,82.15999999999998,83.59000000000002,52950.0,1.0,0.0,0.0,0.0,5.0,48.0,185.0,0.0,79.17,60.0,55400.0,3.0,0.0,7.5,346.2857142857143,0.2857142857142857,1.2857142857142858,0.2857142857142857
6.467784180199057,5.0,0.0,0.0,0.0,1.0,150.6166667,66.08333333,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,7.5,295.6666666666667,0.0,1.3333333333333333,0.0
6.0,3.0,0.0,0.0,10.0,1.0,52862.30000000003,1131.9833329999997,78.67000000000003,82.07000000000001,320340.0,1.0,131.0,21.0,0.0,139.0,241.0,1486.0,71.0,88.80000000000003,72.82999999999997,325350.0,2.0,1.0,7.136363636363637,239.42424242424244,1.2727272727272727,1.121212121212121,1.2727272727272727
6.0,4.0,0.0,0.0,6.0,1.0,21826.633329999993,949.2166666999993,90.96999999999994,92.27,274890.0,1.0,64.0,9.0,2.0,25.0,256.0,1085.0,84.86000000000001,96.09000000000005,88.67999999999998,275450.0,3.0,0.0,7.777777777777778,368.1821071903602,1.3055555555555556,1.0,1.3055555555555556
6.0,4.0,0.0,0.0,10.0,1.0,38374.71667,1596.25,86.01000000000008,80.82000000000001,335340.0,1.0,101.0,14.0,7.0,4.0,295.0,1265.0,83.96999999999996,94.57999999999996,93.23999999999991,335250.0,3.0,1.0,7.916666666666667,413.419769936276,0.3333333333333333,1.0,0.3333333333333333
6.467784180199058,3.0,0.0,0.0,0.0,1.0,48.73333333,18.3,62.5,76.92,2600.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,2700.0,0.0,0.0,6.166666666666667,213.5,2.0,1.6666666666666667,2.0
6.467784180199057,6.0,0.0,0.0,0.0,2.0,75.81666667,9.95,20.0,50.0,1300.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1800.0,0.0,0.0,7.5,268.0,1.0,20.0,1.0
4.0,2.0,0.0,0.0,8.0,2.0,1974.016667,95.96666667,95.16,87.5,17050.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,100.0,14750.0,1.0,9.0,5.5,183.0,1.5,8.75,1.5
9.0,6.0,0.0,0.0,0.0,1.0,4448.983332999999,298.1166666999998,88.15999999999997,90.48999999999992,230340.0,0.0,138.0,21.0,0.0,1.0,109.0,1157.0,86.19999999999996,93.63999999999997,87.5,233100.0,0.0,0.0,8.928571428571429,751.833558110367,0.9714285714285714,1.0,0.9714285714285714
6.467784180199058,6.0,0.0,0.0,2.0,1.0,80674.88333,1157.116667,52.92999999999999,57.48,248890.0,1.0,132.0,20.0,12.0,3.0,339.0,1451.0,40.27,74.34,44.71,247450.0,3.0,0.0,8.5,535.2,1.0,1.0,1.0
5.0,3.0,0.0,0.0,0.0,1.0,3413.55,187.2166667,68.85,78.95,14100.0,1.0,5.0,0.0,0.0,4.0,1.0,61.0,50.0,100.0,0.0,12950.0,2.0,0.0,7.5,315.4,0.2,6.2,0.2
6.467784180199059,6.0,0.0,1.0,8.0,1.0,4266.5,229.1666667,51.61999999999999,47.44,141840.0,1.0,135.0,20.0,12.0,49.0,157.0,1389.0,52.010000000000005,63.69000000000001,46.84000000000001,141600.0,3.0,0.0,8.0,628.2555858852968,0.4,2.9,0.4
